,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
1,0.509694,0.53971,0.616171,0.575643,0.611873,0.675134,0.508425,0.626202,0.671478,0.677632,0.669379,0.61313,0.709893,0.65674,0.633545,0.465399,0.6905,0.610598,0.52615,0.506276,0.53195,0.602341,0.562341,0.635486,0.599102,0.768501,0.622642,0.72451,0.549301,0.568945,0.514255,0.622796,0.571325,0.608469,0.582268,0.647373,0.600197,0.63938,0.643714,0.585171,0.621727,0.642524,0.491117,0.460819,0.495473,0.505425,0.654024,0.530446,0.711337,0.710226,0.448373,0.748251,0.604305,0.816075,0.607205,0.531323,0.549933,0.516037,0.692655,0.618111,0.53472,0.637414,0.786141,0.598968,0.597459,0.736405,0.696617,0.628548,0.691355,0.632162,0.585014,0.788735,0.523055,0.440381,0.678549,0.470227,0.511499,0.613153,0.650952,0.721576,0.578984,0.650973,0.37717,0.624437,0.318073,0.480387,0.484432,0.600407,0.607529,0.599232,0.524381,0.707376,0.502237,0.599328,0.517573,0.455599,0.592139,0.632606,0.562418,0.616471
2,1.00E-06,-4.00E-06,-1.20E-05,6.00E-06,-2.00E-06,8.00E-06,-4.00E-06,4.00E-06,0,6.00E-06,4.00E-06,-1.10E-05,0,-1.30E-05,1.00E-06,-4.00E-06,0,-7.00E-06,5.00E-06,-9.00E-06,-8.00E-06,-1.30E-05,-1.00E-06,-5.00E-06,1.00E-06,-1.00E-05,7.00E-06,-7.00E-06,-7.00E-06,0,-2.00E-06,3.00E-06,3.00E-06,7.00E-06,7.00E-06,0,-5.00E-06,1.00E-05,-3.00E-06,7.00E-06,-1.00E-06,-6.00E-06,7.00E-06,1.00E-05,3.00E-06,-4.00E-06,-7.00E-06,9.00E-06,-3.00E-06,8.00E-06,2.00E-06,2.00E-06,-2.00E-06,1.00E-06,6.00E-06,1.10E-05,-7.00E-06,-5.00E-06,7.00E-06,-7.00E-06,4.00E-06,5.00E-06,2.00E-06,-7.00E-06,-1.00E-06,6.00E-06,4.00E-06,0,2.00E-06,3.00E-06,1.10E-05,-1.00E-06,1.00E-06,-1.00E-06,-1.00E-06,4.00E-06,5.00E-06,2.00E-06,-6.00E-06,1.30E-05,-8.00E-06,3.00E-06,-5.00E-06,4.00E-06,-3.00E-06,4.00E-06,9.00E-06,-2.00E-06,-6.00E-06,-1.00E-06,-7.00E-06,-6.00E-06,3.00E-06,4.00E-06,-1.00E-05,4.00E-06,-1.00E-06,2.00E-06,-6.00E-06,7.00E-06
3,1.00E-06,-4.00E-06,-1.20E-05,6.00E-06,-2.00E-06,8.00E-06,-4.00E-06,4.00E-06,0,6.00E-06,4.00E-06,-1.10E-05,0,-1.30E-05,1.00E-06,-4.00E-06,0,-7.00E-06,5.00E-06,-9.00E-06,-8.00E-06,-1.30E-05,-1.00E-06,-5.00E-06,1.00E-06,-1.00E-05,7.00E-06,-7.00E-06,-7.00E-06,0,-2.00E-06,3.00E-06,3.00E-06,7.00E-06,7.00E-06,0,-5.00E-06,1.00E-05,-3.00E-06,7.00E-06,-1.00E-06,-6.00E-06,7.00E-06,1.00E-05,3.00E-06,-4.00E-06,-7.00E-06,9.00E-06,-3.00E-06,8.00E-06,2.00E-06,2.00E-06,-2.00E-06,1.00E-06,6.00E-06,1.10E-05,-7.00E-06,-5.00E-06,7.00E-06,-7.00E-06,4.00E-06,5.00E-06,2.00E-06,-7.00E-06,-1.00E-06,6.00E-06,4.00E-06,0,2.00E-06,3.00E-06,1.10E-05,-1.00E-06,1.00E-06,-1.00E-06,-1.00E-06,4.00E-06,5.00E-06,2.00E-06,-6.00E-06,1.30E-05,-8.00E-06,3.00E-06,-5.00E-06,4.00E-06,-3.00E-06,4.00E-06,9.00E-06,-2.00E-06,-6.00E-06,-1.00E-06,-7.00E-06,-6.00E-06,3.00E-06,4.00E-06,-1.00E-05,4.00E-06,-1.00E-06,2.00E-06,-6.00E-06,7.00E-06
4,1.00E-06,-4.00E-06,-1.20E-05,6.00E-06,-2.00E-06,8.00E-06,-4.00E-06,4.00E-06,0,6.00E-06,4.00E-06,-1.10E-05,0,-1.30E-05,1.00E-06,-4.00E-06,0,-7.00E-06,5.00E-06,-9.00E-06,-8.00E-06,-1.30E-05,-1.00E-06,-5.00E-06,1.00E-06,-1.00E-05,7.00E-06,-7.00E-06,-7.00E-06,0,-2.00E-06,3.00E-06,3.00E-06,7.00E-06,7.00E-06,0,-5.00E-06,1.00E-05,-3.00E-06,7.00E-06,-1.00E-06,-6.00E-06,7.00E-06,1.00E-05,3.00E-06,-4.00E-06,-7.00E-06,9.00E-06,-3.00E-06,8.00E-06,2.00E-06,2.00E-06,-2.00E-06,1.00E-06,6.00E-06,1.20E-05,-7.00E-06,-5.00E-06,7.00E-06,-7.00E-06,4.00E-06,5.00E-06,3.00E-06,-7.00E-06,-1.00E-06,6.00E-06,4.00E-06,0,2.00E-06,3.00E-06,1.10E-05,-1.00E-06,1.00E-06,-1.00E-06,-1.00E-06,4.00E-06,5.00E-06,2.00E-06,-6.00E-06,1.30E-05,-8.00E-06,3.00E-06,-5.00E-06,4.00E-06,-3.00E-06,4.00E-06,9.00E-06,-2.00E-06,-6.00E-06,-1.00E-06,-7.00E-06,-6.00E-06,3.00E-06,4.00E-06,-1.00E-05,4.00E-06,-1.00E-06,2.00E-06,-6.00E-06,7.00E-06
5,1.00E-06,-4.00E-06,-1.20E-05,6.00E-06,-2.00E-06,8.00E-06,-4.00E-06,4.00E-06,0,6.00E-06,4.00E-06,-1.10E-05,0,-1.30E-05,1.00E-06,-4.00E-06,0,-7.00E-06,5.00E-06,-9.00E-06,-8.00E-06,-1.30E-05,-1.00E-06,-5.00E-06,1.00E-06,-1.00E-05,7.00E-06,-7.00E-06,-7.00E-06,0,-2.00E-06,3.00E-06,3.00E-06,7.00E-06,7.00E-06,0,-5.00E-06,1.00E-05,-3.00E-06,7.00E-06,-1.00E-06,-6.00E-06,7.00E-06,1.00E-05,3.00E-06,-4.00E-06,-7.00E-06,9.00E-06,-3.00E-06,8.00E-06,2.00E-06,2.00E-06,-2.00E-06,1.00E-06,6.00E-06,1.20E-05,-7.00E-06,-5.00E-06,7.00E-06,-7.00E-06,4.00E-06,5.00E-06,3.00E-06,-7.00E-06,-1.00E-06,6.00E-06,4.00E-06,0,2.00E-06,3.00E-06,1.10E-05,-1.00E-06,1.00E-06,-1.00E-06,-1.00E-06,4.00E-06,5.00E-06,2.00E-06,-6.00E-06,1.30E-05,-8.00E-06,3.00E-06,-5.00E-06,4.00E-06,-3.00E-06,4.00E-06,9.00E-06,-2.00E-06,-6.00E-06,-1.00E-06,-7.00E-06,-6.00E-06,3.00E-06,4.00E-06,-1.00E-05,4.00E-06,-1.00E-06,2.00E-06,-6.00E-06,7.00E-06
6,1.00E-06,-4.00E-06,-1.20E-05,6.00E-06,-2.00E-06,8.00E-06,-4.00E-06,4.00E-06,0,6.00E-06,4.00E-06,-1.10E-05,0,-1.30E-05,1.00E-06,-4.00E-06,0,-7.00E-06,5.00E-06,-9.00E-06,-8.00E-06,-1.30E-05,-1.00E-06,-5.00E-06,1.00E-06,-1.00E-05,7.00E-06,-7.00E-06,-7.00E-06,0,-2.00E-06,3.00E-06,3.00E-06,7.00E-06,7.00E-06,0,-5.00E-06,1.00E-05,-3.00E-06,7.00E-06,-1.00E-06,-6.00E-06,7.00E-06,1.00E-05,3.00E-06,-4.00E-06,-7.00E-06,9.00E-06,-3.00E-06,8.00E-06,2.00E-06,2.00E-06,-2.00E-06,1.00E-06,6.00E-06,1.20E-05,-7.00E-06,-5.00E-06,7.00E-06,-7.00E-06,4.00E-06,5.00E-06,3.00E-06,-7.00E-06,-1.00E-06,6.00E-06,4.00E-06,0,2.00E-06,3.00E-06,1.10E-05,-1.00E-06,1.00E-06,-1.00E-06,-1.00E-06,4.00E-06,5.00E-06,2.00E-06,-6.00E-06,1.30E-05,-8.00E-06,3.00E-06,-5.00E-06,4.00E-06,-3.00E-06,4.00E-06,9.00E-06,-2.00E-06,-6.00E-06,-1.00E-06,-7.00E-06,-6.00E-06,3.00E-06,4.00E-06,-1.00E-05,4.00E-06,-1.00E-06,2.00E-06,-6.00E-06,7.00E-06
7,1.00E-06,-4.00E-06,-1.20E-05,6.00E-06,-2.00E-06,8.00E-06,-4.00E-06,4.00E-06,0,6.00E-06,4.00E-06,-1.10E-05,0,-1.30E-05,1.00E-06,-4.00E-06,0,-7.00E-06,5.00E-06,-9.00E-06,-8.00E-06,-1.30E-05,-1.00E-06,-5.00E-06,1.00E-06,-1.00E-05,7.00E-06,-7.00E-06,-7.00E-06,0,-2.00E-06,3.00E-06,3.00E-06,7.00E-06,7.00E-06,0,-5.00E-06,1.00E-05,-3.00E-06,7.00E-06,-1.00E-06,-6.00E-06,7.00E-06,1.00E-05,3.00E-06,-4.00E-06,-7.00E-06,9.00E-06,-3.00E-06,8.00E-06,2.00E-06,2.00E-06,-2.00E-06,1.00E-06,6.00E-06,1.20E-05,-7.00E-06,-5.00E-06,7.00E-06,-7.00E-06,4.00E-06,5.00E-06,3.00E-06,-7.00E-06,-1.00E-06,6.00E-06,4.00E-06,0,2.00E-06,3.00E-06,1.10E-05,-1.00E-06,1.00E-06,-1.00E-06,-1.00E-06,4.00E-06,5.00E-06,2.00E-06,-6.00E-06,1.30E-05,-8.00E-06,3.00E-06,-5.00E-06,4.00E-06,-3.00E-06,4.00E-06,9.00E-06,-2.00E-06,-6.00E-06,-1.00E-06,-7.00E-06,-6.00E-06,3.00E-06,4.00E-06,-1.00E-05,4.00E-06,-1.00E-06,2.00E-06,-6.00E-06,7.00E-06
8,1.00E-06,-4.00E-06,-1.20E-05,6.00E-06,-2.00E-06,8.00E-06,-4.00E-06,4.00E-06,0,6.00E-06,4.00E-06,-1.10E-05,0,-1.30E-05,1.00E-06,-4.00E-06,0,-7.00E-06,5.00E-06,-9.00E-06,-8.00E-06,-1.30E-05,-1.00E-06,-5.00E-06,1.00E-06,-1.00E-05,7.00E-06,-7.00E-06,-7.00E-06,0,-2.00E-06,3.00E-06,3.00E-06,7.00E-06,7.00E-06,0,-5.00E-06,1.00E-05,-3.00E-06,7.00E-06,-1.00E-06,-6.00E-06,7.00E-06,1.00E-05,3.00E-06,-4.00E-06,-7.00E-06,9.00E-06,-3.00E-06,8.00E-06,2.00E-06,2.00E-06,-2.00E-06,1.00E-06,6.00E-06,1.20E-05,-7.00E-06,-5.00E-06,7.00E-06,-7.00E-06,4.00E-06,5.00E-06,3.00E-06,-7.00E-06,-1.00E-06,6.00E-06,4.00E-06,0,2.00E-06,3.00E-06,1.10E-05,-1.00E-06,1.00E-06,-1.00E-06,-1.00E-06,4.00E-06,5.00E-06,2.00E-06,-6.00E-06,1.30E-05,-8.00E-06,3.00E-06,-5.00E-06,4.00E-06,-2.00E-06,4.00E-06,9.00E-06,-2.00E-06,-6.00E-06,-1.00E-06,-7.00E-06,-6.00E-06,3.00E-06,4.00E-06,-1.00E-05,4.00E-06,-1.00E-06,2.00E-06,-6.00E-06,7.00E-06
9,1.00E-06,-4.00E-06,-1.20E-05,6.00E-06,-2.00E-06,8.00E-06,-4.00E-06,4.00E-06,0,6.00E-06,4.00E-06,-1.10E-05,0,-1.30E-05,1.00E-06,-4.00E-06,0,-7.00E-06,5.00E-06,-9.00E-06,-8.00E-06,-1.30E-05,-1.00E-06,-5.00E-06,1.00E-06,-1.00E-05,7.00E-06,-7.00E-06,-7.00E-06,0,-2.00E-06,3.00E-06,3.00E-06,7.00E-06,7.00E-06,0,-5.00E-06,1.00E-05,-3.00E-06,7.00E-06,-1.00E-06,-6.00E-06,7.00E-06,1.00E-05,3.00E-06,-4.00E-06,-7.00E-06,9.00E-06,-3.00E-06,8.00E-06,2.00E-06,2.00E-06,-2.00E-06,1.00E-06,6.00E-06,1.20E-05,-7.00E-06,-5.00E-06,7.00E-06,-7.00E-06,4.00E-06,5.00E-06,3.00E-06,-6.00E-06,-1.00E-06,6.00E-06,4.00E-06,0,2.00E-06,3.00E-06,1.10E-05,-1.00E-06,1.00E-06,-1.00E-06,-1.00E-06,4.00E-06,5.00E-06,2.00E-06,-6.00E-06,1.30E-05,-8.00E-06,3.00E-06,-5.00E-06,4.00E-06,-2.00E-06,4.00E-06,9.00E-06,-2.00E-06,-6.00E-06,-1.00E-06,-7.00E-06,-6.00E-06,3.00E-06,4.00E-06,-1.00E-05,4.00E-06,-1.00E-06,2.00E-06,-6.00E-06,7.00E-06
10,1.00E-06,-4.00E-06,-1.20E-05,6.00E-06,-2.00E-06,8.00E-06,-4.00E-06,4.00E-06,0,6.00E-06,4.00E-06,-1.10E-05,0,-1.30E-05,1.00E-06,-4.00E-06,0,-7.00E-06,5.00E-06,-9.00E-06,-8.00E-06,-1.30E-05,-1.00E-06,-5.00E-06,1.00E-06,-1.00E-05,7.00E-06,-7.00E-06,-7.00E-06,0,-2.00E-06,3.00E-06,3.00E-06,7.00E-06,7.00E-06,0,-5.00E-06,1.00E-05,-3.00E-06,7.00E-06,-1.00E-06,-6.00E-06,7.00E-06,1.00E-05,3.00E-06,-4.00E-06,-7.00E-06,9.00E-06,-3.00E-06,8.00E-06,2.00E-06,2.00E-06,-2.00E-06,1.00E-06,6.00E-06,1.20E-05,-7.00E-06,-5.00E-06,7.00E-06,-7.00E-06,4.00E-06,5.00E-06,3.00E-06,-6.00E-06,-1.00E-06,6.00E-06,4.00E-06,0,2.00E-06,3.00E-06,1.10E-05,-1.00E-06,1.00E-06,-1.00E-06,-1.00E-06,4.00E-06,5.00E-06,2.00E-06,-6.00E-06,1.30E-05,-8.00E-06,3.00E-06,-5.00E-06,4.00E-06,-2.00E-06,4.00E-06,9.00E-06,-2.00E-06,-6.00E-06,-1.00E-06,-7.00E-06,-6.00E-06,3.00E-06,4.00E-06,-1.00E-05,4.00E-06,-1.00E-06,2.00E-06,-6.00E-06,7.00E-06
